idx,log_timestamp,camera,ave_speed,speed_units,image_path,image_w,image_h,image_bigger,direction,plugin_name,cx,cy,mw,mh,m_area,x_left,x_right,y_upper,y_lower,max_speed_over,min_area,track_counter,cal_obj_px,cal_obj_mm,status,cam_location
20220105-1624288,"""2022-01-05 16:24:28""",PiCam,22.7,mph,media/images/calib-20220105-1624288.jpg,960,720,3,R2L,None,32,39,46,21,966,50,250,90,150,0,200,6,85,4700,,None
20220105-1634299,"""2022-01-05 16:34:29""",PiCam,24.58,mph,media/images/calib-20220105-1634299.jpg,960,720,3,L2R,None,49,44,27,16,432,50,250,90,150,0,200,6,80,4700,,None
20220105-1636247,"""2022-01-05 16:36:24""",PiCam,31.98,mph,media/images/calib-20220105-1636247.jpg,960,720,3,L2R,None,66,42,19,18,342,50,250,90,150,0,200,6,80,4700,,None
20220105-1642310,"""2022-01-05 16:42:31""",PiCam,23.66,mph,media/images/calib-20220105-1642310.jpg,960,720,3,L2R,None,59,43,83,17,1411,50,250,90,150,0,200,6,80,4700,,None
20220105-1644013,"""2022-01-05 16:44:01""",PiCam,28.42,mph,media/images/calib-20220105-1644013.jpg,960,720,3,L2R,None,71,43,27,17,459,50,250,90,150,0,200,6,80,4700,,None
20220105-1647092,"""2022-01-05 16:47:09""",PiCam,15.7,mph,media/images/calib-20220105-1647092.jpg,960,720,3,R2L,None,51,44,44,16,704,50,250,90,150,0,200,6,85,4700,,None
20220105-1650059,"""2022-01-05 16:50:05""",PiCam,33.28,mph,media/images/calib-20220105-1650059.jpg,960,720,3,R2L,None,105,43,21,17,357,50,250,90,150,0,200,6,85,4700,,None
20220105-1652308,"""2022-01-05 16:52:30""",PiCam,14.19,mph,media/images/calib-20220105-1652308.jpg,960,720,3,R2L,None,77,40,70,20,1400,50,250,90,150,0,200,6,85,4700,,None
20220105-1652321,"""2022-01-05 16:52:32""",PiCam,21.06,mph,media/images/calib-20220105-1652321.jpg,960,720,3,R2L,None,67,33,72,27,1944,50,250,90,150,0,200,6,85,4700,,None
20220105-1652563,"""2022-01-05 16:52:56""",PiCam,30.35,mph,media/images/calib-20220105-1652563.jpg,960,720,3,L2R,None,46,39,24,21,504,50,250,90,150,0,200,6,80,4700,,None
20220105-1654014,"""2022-01-05 16:54:01""",PiCam,30.27,mph,media/images/calib-20220105-1654014.jpg,960,720,3,L2R,None,98,45,41,15,615,50,250,90,150,0,200,6,80,4700,,None
20220105-1654358,"""2022-01-05 16:54:35""",PiCam,30.31,mph,media/images/calib-20220105-1654358.jpg,960,720,3,L2R,None,82,39,75,21,1575,50,250,90,150,0,200,6,80,4700,,None
20220105-1656026,"""2022-01-05 16:56:02""",PiCam,32.79,mph,media/images/calib-20220105-1656026.jpg,960,720,3,L2R,None,79,44,24,16,384,50,250,90,150,0,200,6,80,4700,,None
20220105-1657194,"""2022-01-05 16:57:19""",PiCam,16.39,mph,media/images/calib-20220105-1657194.jpg,960,720,3,R2L,None,68,40,83,20,1660,50,250,90,150,0,200,6,85,4700,,None
20220105-1657205,"""2022-01-05 16:57:20""",PiCam,20.21,mph,media/images/calib-20220105-1657205.jpg,960,720,3,L2R,None,76,33,63,27,1701,50,250,90,150,0,200,6,80,4700,,None
20220105-1658221,"""2022-01-05 16:58:22""",PiCam,25.67,mph,media/images/calib-20220105-1658221.jpg,960,720,3,L2R,None,69,40,16,20,320,50,250,90,150,0,200,6,80,4700,,None
20220105-1659172,"""2022-01-05 16:59:17""",PiCam,29.85,mph,media/images/calib-20220105-1659172.jpg,960,720,3,L2R,None,93,48,36,12,432,50,250,90,150,0,200,6,80,4700,,None
20220105-1701096,"""2022-01-05 17:01:09""",PiCam,25.08,mph,media/images/calib-20220105-1701096.jpg,960,720,3,R2L,None,78,47,31,13,403,50,250,90,150,0,200,6,85,4700,,None
20220105-1710187,"""2022-01-05 17:10:18""",PiCam,43.57,mph,media/images/calib-20220105-1710187.jpg,960,720,3,L2R,None,95,45,43,15,645,50,250,90,150,0,200,6,80,4700,,None
20220105-1711350,"""2022-01-05 17:11:35""",PiCam,41.49,mph,media/images/calib-20220105-1711350.jpg,960,720,3,L2R,None,93,48,69,12,828,50,250,90,150,0,200,6,80,4700,,None
20220105-1720470,"""2022-01-05 17:20:47""",PiCam,26.12,mph,media/images/calib-20220105-1720470.jpg,960,720,3,R2L,None,21,44,81,16,1296,50,250,90,150,0,200,6,85,4700,,None
20220105-1722220,"""2022-01-05 17:22:22""",PiCam,16.86,mph,media/images/calib-20220105-1722220.jpg,960,720,3,R2L,None,110,45,33,15,495,50,250,90,150,0,200,6,85,4700,,None
20220105-1726246,"""2022-01-05 17:26:24""",PiCam,18.39,mph,media/images/calib-20220105-1726246.jpg,960,720,3,L2R,None,58,44,36,16,576,50,250,90,150,0,200,6,80,4700,,None
20220105-1726257,"""2022-01-05 17:26:25""",PiCam,9.5,mph,media/images/calib-20220105-1726257.jpg,960,720,3,L2R,None,99,46,26,14,364,50,250,90,150,0,200,6,80,4700,,None
20220105-1728017,"""2022-01-05 17:28:01""",PiCam,37.82,mph,media/images/calib-20220105-1728017.jpg,960,720,3,L2R,None,78,43,52,17,884,50,250,90,150,0,200,6,80,4700,,None
20220105-1731086,"""2022-01-05 17:31:08""",PiCam,30.11,mph,media/images/calib-20220105-1731086.jpg,960,720,3,R2L,None,70,48,53,12,636,50,250,90,150,0,200,6,85,4700,,None
20220105-1735304,"""2022-01-05 17:35:30""",PiCam,27.72,mph,media/images/calib-20220105-1735304.jpg,960,720,3,L2R,None,85,47,36,13,468,50,250,90,150,0,200,6,80,4700,,None
20220105-1735379,"""2022-01-05 17:35:37""",PiCam,39.76,mph,media/images/calib-20220105-1735379.jpg,960,720,3,L2R,None,135,51,39,9,351,50,250,90,150,0,200,6,80,4700,,None
20220105-1738518,"""2022-01-05 17:38:51""",PiCam,26.37,mph,media/images/calib-20220105-1738518.jpg,960,720,3,R2L,None,73,47,31,13,403,50,250,90,150,0,200,6,85,4700,,None
20220105-1742588,"""2022-01-05 17:42:58""",PiCam,32.78,mph,media/images/calib-20220105-1742588.jpg,960,720,3,L2R,None,48,48,42,12,504,50,250,90,150,0,200,6,80,4700,,None
20220105-1749362,"""2022-01-05 17:49:36""",PiCam,33.15,mph,media/images/calib-20220105-1749362.jpg,960,720,3,L2R,None,100,46,35,14,490,50,250,90,150,0,200,6,80,4700,,None
20220105-1954167,"""2022-01-05 19:54:16""",PiCam,37.48,mph,media/images/calib-20220105-1954167.jpg,960,720,3,L2R,None,110,49,26,11,286,50,250,90,150,0,200,6,80,4700,,None
20220106-0350143,"""2022-01-06 03:50:14""",PiCam,37.24,mph,media/images/calib-20220106-0350143.jpg,960,720,3,R2L,None,70,49,26,11,286,50,250,90,150,0,200,6,85,4700,,None
20220106-0718275,"""2022-01-06 07:18:27""",PiCam,26.57,mph,media/images/calib-20220106-0718275.jpg,960,720,3,R2L,None,56,38,71,22,1562,50,250,90,150,0,200,6,85,4700,,None
20220106-0719362,"""2022-01-06 07:19:36""",PiCam,32.86,mph,media/images/calib-20220106-0719362.jpg,960,720,3,R2L,None,62,47,59,13,767,50,250,90,150,0,200,6,85,4700,,None
20220106-0728270,"""2022-01-06 07:28:27""",PiCam,29.76,mph,media/images/calib-20220106-0728270.jpg,960,720,3,R2L,None,66,44,27,16,432,50,250,90,150,0,200,6,85,4700,,None
20220106-0732450,"""2022-01-06 07:32:45""",PiCam,32.56,mph,media/images/calib-20220106-0732450.jpg,960,720,3,R2L,None,60,46,46,14,644,50,250,90,150,0,200,6,85,4700,,None
20220106-0733061,"""2022-01-06 07:33:06""",PiCam,6.79,mph,media/images/calib-20220106-0733061.jpg,960,720,3,R2L,None,97,44,24,16,384,50,250,90,150,0,200,6,85,4700,,None
20220106-0733071,"""2022-01-06 07:33:07""",PiCam,10.77,mph,media/images/calib-20220106-0733071.jpg,960,720,3,R2L,None,35,42,26,18,468,50,250,90,150,0,200,6,85,4700,,None
20220106-0740233,"""2022-01-06 07:40:23""",PiCam,17.65,mph,media/images/calib-20220106-0740233.jpg,960,720,3,R2L,None,85,48,55,12,660,50,250,90,150,0,200,6,85,4700,,None
20220106-0742267,"""2022-01-06 07:42:26""",PiCam,20.78,mph,media/images/calib-20220106-0742267.jpg,960,720,3,R2L,None,91,44,42,16,672,50,250,90,150,0,200,6,85,4700,,None
20220106-0742417,"""2022-01-06 07:42:41""",PiCam,5.97,mph,media/images/calib-20220106-0742417.jpg,960,720,3,L2R,None,46,41,21,19,399,50,250,90,150,0,200,6,80,4700,,None
20220106-0744414,"""2022-01-06 07:44:41""",PiCam,5.95,mph,media/images/calib-20220106-0744414.jpg,960,720,3,R2L,None,148,42,19,18,342,50,250,90,150,0,200,6,85,4700,,None
20220106-0744424,"""2022-01-06 07:44:42""",PiCam,6.52,mph,media/images/calib-20220106-0744424.jpg,960,720,3,R2L,None,100,41,18,19,342,50,250,90,150,0,200,6,85,4700,,None
20220106-0744434,"""2022-01-06 07:44:43""",PiCam,8.68,mph,media/images/calib-20220106-0744434.jpg,960,720,3,R2L,None,50,40,20,20,400,50,250,90,150,0,200,6,85,4700,,None
20220106-0745383,"""2022-01-06 07:45:38""",PiCam,40.59,mph,media/images/calib-20220106-0745383.jpg,960,720,3,L2R,None,110,44,69,16,1104,50,250,90,150,0,200,6,80,4700,,None
20220106-0747072,"""2022-01-06 07:47:07""",PiCam,45.57,mph,media/images/calib-20220106-0747072.jpg,960,720,3,R2L,None,64,46,44,14,616,50,250,90,150,0,200,6,85,4700,,None
20220106-0749506,"""2022-01-06 07:49:50""",PiCam,39.55,mph,media/images/calib-20220106-0749506.jpg,960,720,3,L2R,None,95,41,56,19,1064,50,250,90,150,0,200,6,80,4700,,None
20220106-0750384,"""2022-01-06 07:50:38""",PiCam,24.99,mph,media/images/calib-20220106-0750384.jpg,960,720,3,R2L,None,136,41,24,18,432,50,250,90,150,0,200,6,85,4700,,None
20220106-0751596,"""2022-01-06 07:51:59""",PiCam,26.03,mph,media/images/calib-20220106-0751596.jpg,960,720,3,R2L,None,87,40,47,20,940,50,250,90,150,0,200,6,85,4700,,None
20220106-0753569,"""2022-01-06 07:53:56""",PiCam,30.56,mph,media/images/calib-20220106-0753569.jpg,960,720,3,R2L,None,81,43,46,17,782,50,250,90,150,0,200,6,85,4700,,None
20220106-0756377,"""2022-01-06 07:56:37""",PiCam,37.96,mph,media/images/calib-20220106-0756377.jpg,960,720,3,L2R,None,102,41,58,19,1102,50,250,90,150,0,200,6,80,4700,,None
20220106-0756405,"""2022-01-06 07:56:40""",PiCam,31.47,mph,media/images/calib-20220106-0756405.jpg,960,720,3,R2L,None,22,46,36,14,504,50,250,90,150,0,200,6,85,4700,,None
20220106-0800294,"""2022-01-06 08:00:29""",PiCam,30.66,mph,media/images/calib-20220106-0800294.jpg,960,720,3,R2L,None,78,50,45,10,450,50,250,90,150,0,200,6,85,4700,,None
20220106-0805009,"""2022-01-06 08:05:00""",PiCam,22.09,mph,media/images/calib-20220106-0805009.jpg,960,720,3,L2R,None,74,39,73,21,1533,50,250,90,150,0,200,6,80,4700,,None
20220106-0805019,"""2022-01-06 08:05:01""",PiCam,20.34,mph,media/images/calib-20220106-0805019.jpg,960,720,3,L2R,None,59,19,78,41,3198,50,250,90,150,0,200,6,80,4700,,None
20220106-0805029,"""2022-01-06 08:05:02""",PiCam,20.51,mph,media/images/calib-20220106-0805029.jpg,960,720,3,L2R,None,151,26,20,34,680,50,250,90,150,0,200,6,80,4700,,None
20220106-0805162,"""2022-01-06 08:05:16""",PiCam,26.29,mph,media/images/calib-20220106-0805162.jpg,960,720,3,R2L,None,77,43,48,17,816,50,250,90,150,0,200,6,85,4700,,None
20220106-0810599,"""2022-01-06 08:10:59""",PiCam,21.62,mph,media/images/calib-20220106-0810599.jpg,960,720,3,L2R,None,60,39,66,21,1386,50,250,90,150,0,200,6,80,4700,,None
20220106-0811008,"""2022-01-06 08:11:00""",PiCam,40.54,mph,media/images/calib-20220106-0811008.jpg,960,720,3,L2R,None,113,48,37,12,444,50,250,90,150,0,200,6,80,4700,,None
20220106-0811204,"""2022-01-06 08:11:20""",PiCam,33.09,mph,media/images/calib-20220106-0811204.jpg,960,720,3,R2L,None,65,39,63,21,1323,50,250,90,150,0,200,6,85,4700,,None
20220106-0811451,"""2022-01-06 08:11:45""",PiCam,17.81,mph,media/images/calib-20220106-0811451.jpg,960,720,3,R2L,None,77,40,60,20,1200,50,250,90,150,0,200,6,85,4700,,None
20220106-0812137,"""2022-01-06 08:12:13""",PiCam,39.42,mph,media/images/calib-20220106-0812137.jpg,960,720,3,L2R,None,83,40,60,20,1200,50,250,90,150,0,200,6,80,4700,,None
20220106-0812189,"""2022-01-06 08:12:18""",PiCam,26.04,mph,media/images/calib-20220106-0812189.jpg,960,720,3,L2R,None,77,40,30,19,570,50,250,90,150,0,200,6,80,4700,,None
20220106-0812581,"""2022-01-06 08:12:58""",PiCam,21.54,mph,media/images/calib-20220106-0812581.jpg,960,720,3,R2L,None,46,46,83,14,1162,50,250,90,150,0,200,6,85,4700,,None
20220106-0816110,"""2022-01-06 08:16:11""",PiCam,24.35,mph,media/images/calib-20220106-0816110.jpg,960,720,3,L2R,None,75,38,56,22,1232,50,250,90,150,0,200,6,80,4700,,None
20220106-0823458,"""2022-01-06 08:23:45""",PiCam,30.2,mph,media/images/calib-20220106-0823458.jpg,960,720,3,L2R,None,60,36,36,24,864,50,250,90,150,0,200,6,80,4700,,None
20220106-0826325,"""2022-01-06 08:26:32""",PiCam,5.17,mph,media/images/calib-20220106-0826325.jpg,960,720,3,R2L,None,145,44,20,16,320,50,250,90,150,0,200,6,85,4700,,None
20220106-0826334,"""2022-01-06 08:26:33""",PiCam,6.75,mph,media/images/calib-20220106-0826334.jpg,960,720,3,R2L,None,101,42,21,18,378,50,250,90,150,0,200,6,85,4700,,None
20220106-0826346,"""2022-01-06 08:26:34""",PiCam,5.92,mph,media/images/calib-20220106-0826346.jpg,960,720,3,R2L,None,51,43,20,17,340,50,250,90,150,0,200,6,85,4700,,None
20220106-0827193,"""2022-01-06 08:27:19""",PiCam,9.82,mph,media/images/calib-20220106-0827193.jpg,960,720,3,R2L,None,31,44,30,16,480,50,250,90,150,0,200,6,85,4700,,None
20220106-0830387,"""2022-01-06 08:30:38""",PiCam,26.85,mph,media/images/calib-20220106-0830387.jpg,960,720,3,L2R,None,81,46,81,14,1134,50,250,90,150,0,200,6,80,4700,,None
20220106-0833447,"""2022-01-06 08:33:44""",PiCam,38.64,mph,media/images/calib-20220106-0833447.jpg,960,720,3,L2R,None,138,39,26,21,546,50,250,90,150,0,200,6,80,4700,,None
20220106-0834000,"""2022-01-06 08:34:00""",PiCam,27.93,mph,media/images/calib-20220106-0834000.jpg,960,720,3,R2L,None,85,49,65,11,715,50,250,90,150,0,200,6,85,4700,,None
20220106-0836065,"""2022-01-06 08:36:06""",PiCam,31.66,mph,media/images/calib-20220106-0836065.jpg,960,720,3,R2L,None,55,42,57,18,1026,50,250,90,150,0,200,6,85,4700,,None
20220106-0837020,"""2022-01-06 08:37:02""",PiCam,39.52,mph,media/images/calib-20220106-0837020.jpg,960,720,3,R2L,None,68,46,46,14,644,50,250,90,150,0,200,6,85,4700,,None
20220106-0837345,"""2022-01-06 08:37:34""",PiCam,25.46,mph,media/images/calib-20220106-0837345.jpg,960,720,3,L2R,None,67,38,32,19,608,50,250,90,150,0,200,6,80,4700,,None
20220106-0840188,"""2022-01-06 08:40:18""",PiCam,28.49,mph,media/images/calib-20220106-0840188.jpg,960,720,3,L2R,None,79,42,54,18,972,50,250,90,150,0,200,6,80,4700,,None
20220106-0840500,"""2022-01-06 08:40:50""",PiCam,18.14,mph,media/images/calib-20220106-0840500.jpg,960,720,3,R2L,None,97,39,46,21,966,50,250,90,150,0,200,6,85,4700,,None
20220106-0847528,"""2022-01-06 08:47:52""",PiCam,20.62,mph,media/images/calib-20220106-0847528.jpg,960,720,3,R2L,None,84,41,55,19,1045,50,250,90,150,0,200,6,85,4700,,None
20220106-0847537,"""2022-01-06 08:47:53""",PiCam,22.8,mph,media/images/calib-20220106-0847537.jpg,960,720,3,R2L,None,23,39,20,21,420,50,250,90,150,0,200,6,85,4700,,None
20220106-0853450,"""2022-01-06 08:53:45""",PiCam,22.98,mph,media/images/calib-20220106-0853450.jpg,960,720,3,R2L,None,110,44,30,16,480,50,250,90,150,0,200,6,85,4700,,None
20220106-0856578,"""2022-01-06 08:56:57""",PiCam,45.07,mph,media/images/calib-20220106-0856578.jpg,960,720,3,L2R,None,135,49,39,11,429,50,250,90,150,0,200,6,80,4700,,None
20220106-0905290,"""2022-01-06 09:05:29""",PiCam,22.38,mph,media/images/calib-20220106-0905290.jpg,960,720,3,R2L,None,117,44,30,15,450,50,250,90,150,0,200,6,85,4700,,None
20220106-0917418,"""2022-01-06 09:17:41""",PiCam,21.01,mph,media/images/calib-20220106-0917418.jpg,960,720,3,R2L,None,66,42,62,18,1116,50,250,90,150,0,200,6,85,4700,,None
20220106-0929493,"""2022-01-06 09:29:49""",PiCam,26.26,mph,media/images/calib-20220106-0929493.jpg,960,720,3,R2L,None,95,47,37,13,481,50,250,90,150,0,200,6,85,4700,,None
20220106-0934411,"""2022-01-06 09:34:41""",PiCam,26.85,mph,media/images/calib-20220106-0934411.jpg,960,720,3,L2R,None,80,37,51,23,1173,50,250,90,150,0,200,6,80,4700,,None
20220106-0935185,"""2022-01-06 09:35:18""",PiCam,20.81,mph,media/images/calib-20220106-0935185.jpg,960,720,3,L2R,None,97,43,49,17,833,50,250,90,150,0,200,6,80,4700,,None
20220106-0935231,"""2022-01-06 09:35:23""",PiCam,29.34,mph,media/images/calib-20220106-0935231.jpg,960,720,3,L2R,None,75,43,39,17,663,50,250,90,150,0,200,6,80,4700,,None
20220106-0935241,"""2022-01-06 09:35:24""",PiCam,10.2,mph,media/images/calib-20220106-0935241.jpg,960,720,3,L2R,None,91,44,25,16,400,50,250,90,150,0,200,6,80,4700,,None
20220106-0937438,"""2022-01-06 09:37:43""",PiCam,27.12,mph,media/images/calib-20220106-0937438.jpg,960,720,3,R2L,None,83,39,46,21,966,50,250,90,150,0,200,6,85,4700,,None
20220106-1013233,"""2022-01-06 10:13:23""",PiCam,44.29,mph,media/images/calib-20220106-1013233.jpg,960,720,3,R2L,None,34,41,86,19,1634,50,250,90,150,0,200,6,85,4700,,None
20220106-1037016,"""2022-01-06 10:37:01""",PiCam,30.51,mph,media/images/calib-20220106-1037016.jpg,960,720,3,R2L,None,65,39,62,21,1302,50,250,90,150,0,200,6,85,4700,,None
20220106-1038372,"""2022-01-06 10:38:37""",PiCam,22.39,mph,media/images/calib-20220106-1038372.jpg,960,720,3,L2R,None,62,39,59,21,1239,50,250,90,150,0,200,6,80,4700,,None
20220106-1040429,"""2022-01-06 10:40:42""",PiCam,29.99,mph,media/images/calib-20220106-1040429.jpg,960,720,3,R2L,None,64,39,57,21,1197,50,250,90,150,0,200,6,85,4700,,None
20220106-1103148,"""2022-01-06 11:03:14""",PiCam,21.02,mph,media/images/calib-20220106-1103148.jpg,960,720,3,R2L,None,99,47,38,13,494,50,250,90,150,0,200,6,85,4700,,None
20220106-1105544,"""2022-01-06 11:05:54""",PiCam,25.15,mph,media/images/calib-20220106-1105544.jpg,960,720,3,R2L,None,75,39,48,21,1008,50,250,90,150,0,200,6,85,4700,,None
20220106-1111321,"""2022-01-06 11:11:32""",PiCam,44.72,mph,media/images/calib-20220106-1111321.jpg,960,720,3,L2R,None,92,40,38,20,760,50,250,90,150,0,200,6,80,4700,,None
20220106-1111330,"""2022-01-06 11:11:33""",PiCam,24.78,mph,media/images/calib-20220106-1111330.jpg,960,720,3,L2R,None,122,44,50,16,800,50,250,90,150,0,200,6,80,4700,,None
20220106-1127546,"""2022-01-06 11:27:54""",PiCam,33.7,mph,media/images/calib-20220106-1127546.jpg,960,720,3,R2L,None,78,44,51,16,816,50,250,90,150,0,200,6,85,4700,,None
20220106-1136431,"""2022-01-06 11:36:43""",PiCam,28.31,mph,media/images/calib-20220106-1136431.jpg,960,720,3,L2R,None,111,50,59,10,590,50,250,90,150,0,200,6,80,4700,,None
20220106-1141264,"""2022-01-06 11:41:26""",PiCam,22.31,mph,media/images/calib-20220106-1141264.jpg,960,720,3,L2R,None,67,28,85,32,2720,50,250,90,150,0,200,6,80,4700,,None
20220106-1144480,"""2022-01-06 11:44:48""",PiCam,14.09,mph,media/images/calib-20220106-1144480.jpg,960,720,3,R2L,None,108,42,40,18,720,50,250,90,150,0,200,6,85,4700,,None
20220106-1144492,"""2022-01-06 11:44:49""",PiCam,19.98,mph,media/images/calib-20220106-1144492.jpg,960,720,3,R2L,None,64,46,42,14,588,50,250,90,150,0,200,6,85,4700,,None
20220106-1146189,"""2022-01-06 11:46:18""",PiCam,26.24,mph,media/images/calib-20220106-1146189.jpg,960,720,3,L2R,None,46,17,57,43,2451,50,250,90,150,0,200,6,80,4700,,None
20220106-1146201,"""2022-01-06 11:46:20""",PiCam,29.85,mph,media/images/calib-20220106-1146201.jpg,960,720,3,L2R,None,119,26,24,17,408,50,250,90,150,0,200,6,80,4700,,None
20220106-1146211,"""2022-01-06 11:46:21""",PiCam,13.13,mph,media/images/calib-20220106-1146211.jpg,960,720,3,L2R,None,110,14,15,46,690,50,250,90,150,0,200,6,80,4700,,None
20220106-1148197,"""2022-01-06 11:48:19""",PiCam,26.18,mph,media/images/calib-20220106-1148197.jpg,960,720,3,L2R,None,140,47,27,13,351,50,250,90,150,0,200,6,80,4700,,None
20220106-1153401,"""2022-01-06 11:53:40""",PiCam,21.22,mph,media/images/calib-20220106-1153401.jpg,960,720,3,L2R,None,74,43,36,17,612,50,250,90,150,0,200,6,80,4700,,None
20220106-1153459,"""2022-01-06 11:53:45""",PiCam,15.88,mph,media/images/calib-20220106-1153459.jpg,960,720,3,R2L,None,87,27,54,33,1782,50,250,90,150,0,200,6,85,4700,,None
20220106-1153471,"""2022-01-06 11:53:47""",PiCam,16.69,mph,media/images/calib-20220106-1153471.jpg,960,720,3,R2L,None,69,31,12,29,348,50,250,90,150,0,200,6,85,4700,,None
20220106-1154321,"""2022-01-06 11:54:32""",PiCam,5.19,mph,media/images/calib-20220106-1154321.jpg,960,720,3,R2L,None,87,31,39,29,1131,50,250,90,150,0,200,6,85,4700,,None
20220106-1154330,"""2022-01-06 11:54:33""",PiCam,11.17,mph,media/images/calib-20220106-1154330.jpg,960,720,3,R2L,None,27,27,51,33,1683,50,250,90,150,0,200,6,85,4700,,None
20220106-1154340,"""2022-01-06 11:54:34""",PiCam,14.41,mph,media/images/calib-20220106-1154340.jpg,960,720,3,R2L,None,79,22,27,38,1026,50,250,90,150,0,200,6,85,4700,,None
20220106-1154502,"""2022-01-06 11:54:50""",PiCam,31.87,mph,media/images/calib-20220106-1154502.jpg,960,720,3,R2L,None,73,42,51,18,918,50,250,90,150,0,200,6,85,4700,,None
20220106-1205109,"""2022-01-06 12:05:10""",PiCam,25.24,mph,media/images/calib-20220106-1205109.jpg,960,720,3,L2R,None,113,45,27,15,405,50,250,90,150,0,200,6,80,4700,,None
20220106-1207447,"""2022-01-06 12:07:44""",PiCam,27.33,mph,media/images/calib-20220106-1207447.jpg,960,720,3,L2R,None,77,38,34,15,510,50,250,90,150,0,200,6,80,4700,,None
20220106-1216326,"""2022-01-06 12:16:32""",PiCam,29.18,mph,media/images/calib-20220106-1216326.jpg,960,720,3,L2R,None,59,41,29,19,551,50,250,90,150,0,200,6,80,4700,,None
20220106-1225059,"""2022-01-06 12:25:05""",PiCam,33.33,mph,media/images/calib-20220106-1225059.jpg,960,720,3,L2R,None,77,42,87,18,1566,50,250,90,150,0,200,6,80,4700,,None
20220106-1229325,"""2022-01-06 12:29:32""",PiCam,29.94,mph,media/images/calib-20220106-1229325.jpg,960,720,3,R2L,None,97,47,32,13,416,50,250,90,150,0,200,6,85,4700,,None
20220106-1233028,"""2022-01-06 12:33:02""",PiCam,17.22,mph,media/images/calib-20220106-1233028.jpg,960,720,3,R2L,None,91,41,52,19,988,50,250,90,150,0,200,6,85,4700,,None
20220106-1234578,"""2022-01-06 12:34:57""",PiCam,23.46,mph,media/images/calib-20220106-1234578.jpg,960,720,3,R2L,None,43,43,86,17,1462,50,250,90,150,0,200,6,85,4700,,None
20220106-1242147,"""2022-01-06 12:42:14""",PiCam,7.05,mph,media/images/calib-20220106-1242147.jpg,960,720,3,L2R,None,69,0,31,30,930,50,250,90,150,0,200,6,80,4700,,None
20220106-1243003,"""2022-01-06 12:43:00""",PiCam,28.68,mph,media/images/calib-20220106-1243003.jpg,960,720,3,L2R,None,47,39,43,21,903,50,250,90,150,0,200,6,80,4700,,None
20220106-1244290,"""2022-01-06 12:44:29""",PiCam,29.05,mph,media/images/calib-20220106-1244290.jpg,960,720,3,L2R,None,82,48,33,12,396,50,250,90,150,0,200,6,80,4700,,None
20220106-1254534,"""2022-01-06 12:54:53""",PiCam,24.73,mph,media/images/calib-20220106-1254534.jpg,960,720,3,R2L,None,93,40,28,12,336,50,250,90,150,0,200,6,85,4700,,None
